Song_ID,Song Name,Artist,Genre,Description
227,Move (음),Taemin,K-Pop,"A seductive and captivating song showcasing Taemin's impressive dance skills and smooth vocals, with a blend of R&B and electronic influences."
228,Naughty Boy (장난꾸러기),Apink,K-Pop,"A cute and playful song by Apink perfect for summertime, with a bright melody and energetic vocals."
229,TT,TWICE,K-Pop,"The song features a bright and bubbly melody with prominent electronic elements.The vocals are high-pitched and energetic, reflecting the song's playful nature."
230,A Fuego lento,Rosalia,Latin Pop,A sensual and rhythmic song with a blend of flamenco and electronic influences.
231,Colgando en tus manos,Carlos Baute feat. Marta Sánchez,Pop Latino,A catchy and upbeat song about a passionate love affair.
232,La bicicleta,Shakira feat. Carlos Vives,Pop Latino / Champeta,A fun and energetic song with Colombian rhythms celebrating love and friendship.
233,Volverás,Juan Luis Guerra,Bachata,A romantic and melancholic bachata about longing for a lost love.
234,Bailando,Enrique Iglesias feat. Sean Paul,Latin Pop / Dance,A global hit song with a catchy melody and dance-floor vibes.
235,Oye Como Va,Celia Cruz,Salsa,A classic salsa song with infectious rhythms and Celia Cruz's powerful vocals.
236,Vivir Mi Vida,Marc Anthony,Salsa,An upbeat and empowering salsa song about living life to the fullest.
237,La Tortura,Shakira feat. Alejandro Sanz,Pop Latino,A passionate and dramatic song about a tumultuous love affair.
238,Corazón Partío,Alejandro Sanz,Pop Latino,A beautiful and emotional ballad about a broken heart.
239,Me Enamoré,Shakira,Pop Latino / Worldbeat,A catchy and energetic song with global influences celebrating love.
240,Tu Recuerdo,Ricky Martin,Pop Latino,A romantic ballad about cherishing the memories of a past love.
241,Amante Bandido,Alaska y Dinarama,Pop Rock,A playful and rebellious song from the Spanish new wave era.
242,La Flaca,J Balvin,Reggaeton,A catchy and high-energy reggaeton song about a beautiful woman.
243,Hija de la Luna,Mecano,Pop Rock,A dramatic and theatrical song about a forbidden love story.
244,María de la Luz,Maná,Rock Pop Latino,A powerful and emotional rock ballad about a woman facing struggles.
245,La Carencia,Calle 13,Rap Latino,A thought-provoking and socially conscious rap song about social and economic inequality.
246,Volver a Empezar,Calle 13 feat. Silvio Rodríguez,Rap Latino / Latin Pop,"A song reflecting on second chances and starting over, featuring a collaboration between Calle 13 and the legendary Cuban singer Silvio Rodríguez."
247,Bachata Rosa,Juan Luis Guerra,Bachata,A romantic and sensual bachata about love and desire.
248,La Vida Sin Ti,Víctor Manuel,Bolero,A classic and melancholic bolero about heartbreak and loss.
249,Alfonsina y el Mar,Mercedes Sosa,Folk,"A beautiful and poetic folk song about Alfonsina Storni, a famous Argentine poet."
250,Oye Como Va (Live at Montreux 1977),Santana,Latin Rock,"A live rendition of ""Oye Como Va"" by the legendary rock band Santana, showcasing their powerful guitar work and Latin influences."
251,Tu Nombre Me Sabe a Hierba,Mecano,Pop Rock,A playful and humorous song with a double entendre title (Your Name Tastes Like Weed).
252,A Pesar de Todo,Shakira,Pop Latino / Rock,An empowering and anthemic song about overcoming challenges.
253,La Gozadera,Gente de Zona feat. Marc Anthony,Cubaton,A high-energy and infectious Cubaton song guaranteed to get you moving.
254,A Dónde Van Las Flores,Mano Negra,Rock Alternativo,"A powerful rock song with social commentary, questioning societal injustices."
255,Ojalá,Silvio Rodríguez,Nueva Trova,A beautiful and hopeful song wishing for a better future.
256,Volare,Gipsy Kings,Rumba Flamenca,"A lively and celebratory rumba flamenca rendition of the Italian classic ""Volare."""
257,Yo Te Amo,Puerto Rican,Latin Pop,"A Spanish phrase meaning ""I love you."" It's a direct and powerful way to express strong love and commitment, often reserved for romantic partners or close family."
258,Kun Faya Kun,A.R. Rahman,Sufi Rock,"A powerful and spiritual song from the movie “Rockstar,” with a blend of rock and Sufi influences."
259,Saansein (female),Sunidhi Chauhan,Classical Fusion,"A beautiful and melancholic song from the movie “Gangster,” featuring soulful female vocals and classical Indian instruments."
260,Chahoon Main Ya Na,Shreya Ghoshal,Romantic Ballad,"A heartfelt and emotional song from the movie “Aashiqui 2,” expressing the complexities of love."
261,London Thumakda,Asha Bhosle & Udit Narayan,Retro Bollywood,"A fun and energetic song from the movie “Queen,” perfect for a party with its catchy melody and retro Bollywood vibes."
262,Aao Balmaa,Mohit Chauhan,Folk Fusion,"A soulful and romantic song from the movie “Jolly LLB 2,” featuring a blend of folk and modern elements."
263,Mashaal,A.R. Rahman & Sid Sriram,Contemporary Classical,"A mesmerizing and visually stunning song from the movie “Jodhaa Akbar,” featuring intricate classical arrangements and powerful vocals."
264,Kar Har Maidan Fateh,Sukhwinder Singh,Patriotic Song,"A high-energy and motivational song from the movie “Sanju,” celebrating resilience and determination."
265,Chadhti Jawani,Amitabh Bachchan,Classic Bollywood,"A timeless and energetic song from the movie “Silsila,” showcasing the iconic voice of Amitabh Bachchan."
266,Saavn (female),Kanika Kapoor,Indi-Pop,"A catchy and upbeat song from the movie “Ek Paheli Leela,” featuring elements of Indian classical music and modern pop sounds."
267,Bulleya,Vishal Bhardwaj & Rekha Bhardwaj,Sufi Rock,"A soulful and mystical song from the movie “Ae Dil Hai Mushkil,” with a blend of rock and Sufi elements."
268,Senorita,Hrithik Roshan & Shreya Ghoshal,Romantic Fusion,"A playful and romantic song from the movie “Zindagi Na Milegi Dobara,” featuring a mix of Spanish and Indian elements."
269,Chak De! India,Sukhwinder Singh,Patriotic Pop,"A high-energy and inspiring song from the movie “Chak De! India,” celebrating the journey of the Indian women’s hockey team."
270,Gerua,Arijit Singh & Shreya Ghoshal,Romantic Ballad,"A hauntingly beautiful and passionate song from the movie “Dilwale,” exploring the complexities of love and longing."
271,Kabira Hoon,Mohit Chauhan,Sufi Rock,"A soulful and uplifting song from the movie “Yeh Jawaani Hai Deewani,” celebrating the philosophy of Kabir Das."
272,Kala Chashma,"Amar Arshi, Badshah & Neha Kakkar",Punjabi Pop,A catchy and high-energy Punjabi pop song with a fun and vibrant music video.
273,Arijit Singh Medley,Arijit Singh,Romantic Mix,"A compilation of some of Arijit Singh’s most popular and romantic songs, perfect for a relaxed and emotional listening experience."
274,Lag Jaa Gale,Lata Mangeshkar,Classic Bollywood,"A timeless and romantic song from the movie “Woh Kaun Thi,” showcasing the legendary vocals of Lata Mangeshkar."
275,Tu Hi Meri Shab,Arijit Singh & Shreya Ghoshal,Romantic Ballad,"A heartfelt and emotional song from the movie “Gangster,” expressing the depth of love and commitment."
276,Chura Liya Hai,R.D. Burman,Classic Disco,"A groovy and fun disco song from the movie “Yaadon Ki Baaraat,” showcasing the iconic music style of R.D. Burman."
277,Luka Chuppi,Dhvani Bhanushali & Asees Kaur,Indi-Pop,"A catchy and playful love song from the movie “Luka Chuppi,” highlighting a fun and youthful vibe."
278,Jai Ho,A.R. Rahman & Sukhwinder Singh,Patriotic Pop,"An uplifting and celebratory song from the movie “Slumdog Millionaire,” celebrating the spirit of hope and victory."
279,Tu Jaane Na,Pritam & Atif Aslam,Romantic Ballad,A heartfelt and yearning romantic ballad that expresses the complexities of unspoken emotions in love.
280,Raanjhanaa,A.R. Rahman & Jaswinder Singh,Sufi Rock,"A soulful and passionate song from the movie “Raanjhanaa,” blending Sufi elements with a modern rock sound."
281,Chhoti Si Asha,Lata Mangeshkar & Kishore Kumar,Classic Bollywood,"A hopeful and cheerful song from the movie “Roja,” celebrating the simple joys of life."
282,Maahi Ve,Shreya Ghoshal & Sonu Nigam,Romantic Ballad,"A soulful and melodic song from the movie “Kal Ho Naa Ho,” expressing deep love and devotion."
283,Ainvayi Ainvayi,Sunidhi Chauhan & Mika Singh,Indi-Pop,"A fun and energetic dance song from the movie “Band Baaja Baaraat,” perfect for a Bollywood party."
284,Tare Zameen Par,Shankar-Ehsaan-Loy & Aamir Khan,Inspirational Ballad,"A heartwarming and uplifting song from the movie “Taare Zameen Par,” celebrating the importance of understanding and nurturing individuality."
285,London Thumakda (Male),Labh Janjua,Retro Bollywood,"Another version of the popular song “London Thumakda,” this time sung by a male vocalist, offering a different perspective on the fun and energy of the song."
286,Radha,"Shreya Ghoshal, Vishal Dadlani, Shekhar Ravjiani & Udit Narayan",Folk Fusion,"A soulful and romantic song from the movie “Student of the Year,” featuring a blend of folk and modern elements with a focus on Radha-Krishna devotion."
287,Tu Hi Meri Kiran,Atif Aslam & Shreya Ghoshal,Romantic Ballad,"A beautiful and emotional song from the movie “Darr,” expressing the power of love and hope."
288,Galliyan,Ankit Tiwari,Sufi Rock,"A haunting and atmospheric song from the movie “Ek Villain,” with a blend of Sufi influences and a modern rock sound."
289,Swag Se Swagat,Vishal Dadlani & Neha Bhasin,Dance Pop,"A high-energy and celebratory song from the movie “Tiger Zinda Hai,” perfect for getting the party started."
290,Gerua (Female),Shreya Ghoshal,Romantic Ballad,"The female version of the popular song “Gerua,” offering a different vocal perspective on the depth and passion of the love story."
291,Aaj Phir Tum Pe,Pankaj Udhas & Anuradha Paudwal,Classic Bollywood,"A timeless and romantic song from the movie “Dayavan,” showcasing the charming vocals of Pankaj Udhas and Anuradha Paudwal."
292,Malang - Title Track,Ved Sharma,Sufi Rock,"A high-energy and captivating song from the movie “Malang,” with a blend of Sufi influences and a modern rock sound."
293,Yaar Bina,KK,Romantic Ballad,"A heartfelt and emotional song from the movie “Aashiq Banaya Aapne,” expressing the pain of separation and longing for a loved one."
294,Bandeyaa,Jubin Nautiyal,Devotional Song,"A beautiful and devotional song from the movie “Jazbaa,” celebrating the power of faith and devotion."
295,Sunidhi Chauhan Medley,Sunidhi Chauhan,Female Power Mix,"A compilation of some of Sunidhi Chauhan’s most popular and energetic songs, highlighting her powerful vocals and versatility."
296,Chura Ke Dil Mera,Udit Narayan &amp; Alka Yagnik,Classic Bollywood,"A playful and romantic song from the movie “Main Khiladi Tu Anari,” showcasing the classic Bollywood style."
297,Dil Bechara,A.R. Rahman &amp; Arijit Singh,Romantic Ballad,"A beautiful and emotional song from the movie “Dil Bechara,” expressing the fragility and bittersweetness of love."
298,Kar Gayi Chull,Pritam &amp; Neha Kakkar,Dance Pop,"A catchy and energetic party song from the movie “Kapoor &amp; Sons,” perfect for getting the dance floor moving."
299,Saathiya,Shreya Ghoshal,Romantic Ballad,"A beautiful and melancholic version of the classic song “Saathiya” from the movie “Saathiya,” sung by Shreya Ghoshal and capturing the emotional depth of the love story."
300,Yeh Mera Deewanapan,Lata Mangeshkar &amp; Kishore Kumar,Classic Bollywood,"A playful and flirtatious song from the movie “Prem Rog,” showcasing the classic Bollywood romance."
301,Chahoon Main Ya Na (Male),KK,Romantic Ballad,"A male version of the popular song “Chahoon Main Ya Na,” offering a different vocal perspective on the complexities of love."
302,Piya Tu Saanjh Mein,Shreya Ghoshal & Roop Kumar Rathod,Romantic Ghazal,"A beautiful and poetic ghazal from the movie “Saawariya,” with soulful vocals and lyrics exploring the pain of separation."
303,Senorita (Female),Shreya Ghoshal,Romantic Fusion,"The female version of the popular song “Senorita,” highlighting the playful and romantic energy with Shreya Ghoshal’s vocals."
304,Tu Bole,A.R. Rahman & Rekha Bhardwaj,Sufi Rock,"A soulful and mystical song from the movie “Jaane Tu… Ya Jaane Na,” with a blend of Sufi elements and modern rock influences."
305,Jumme Ki Raat,Rahat Fateh Ali Khan & Asees Kaur,Sufi Pop,"A catchy and danceable song with Sufi influences, popularized by the movie “Kick.”"
306,Dilwale Dulhania Le Jayenge - Title Track,Nadeem-Shravan & Kumar Sanu & Alka Yagnik,Classic Bollywood,"The iconic title track from the movie “Dilwale Dulhania Le Jayenge,” a timeless classic of Bollywood romance."
307,Mast Magan,Arijit Singh & Chinmayi Sripada,Romantic Ballad,"A soulful and passionate song from the movie “2 States,” featuring a blend of modern elements and emotional vocals."
308,Kal Ho Naa Ho - Title Track,Shankar-Ehsaan-Loy & Sonu Nigam,Romantic Ballad,"The title track from the movie “Kal Ho Naa Ho,” a beautiful and emotional song about cherishing the present."
309,London Thumakda (Unplugged),"Labh Janjua, Sonu Kakkar & Neha Kakkar",Retro Bollywood (Acoustic),"An unplugged version of the popular song “London Thumakda,” offering a stripped-down and intimate acoustic rendition."
310,Challa,Rabbi Shergill,Sufi Rock,"A powerful and energetic song from the movie “Jab Tak Hai Jaan,” featuring a blend of Sufi influences and a modern rock sound."
311,Nazm Nazm,Arko,Romantic Ballad,"A heartfelt and emotional song from the movie “Bareilly Ki Barfi,” expressing the innocence and joy of young love."
312,Soni Soni (Acoustic),A.R. Rahman & Chinmayi,Romantic Fusion (Acoustic),"An unplugged version of the popular song “Soni Soni” from the movie “Raanjhanaa,” offering a more intimate and emotional experience."
313,Disco Dancer,Bappi Lahiri & Vijay Benedict,Disco,"A classic and energetic disco song from the movie “Disco Dancer,” showcasing the iconic music style of the 80s."
314,Tere Naina,Shafqat Amanat Ali,Romantic Ballad,"A beautiful and emotional song from the movie “My Name Is Khan,” featuring soulful vocals and lyrics about love at first sight."
315,Aankhon Hi Aankhon Mein,Lata Mangeshkar & Mohammed Rafi,Classic Bollywood,"A timeless and romantic song from the movie “C.I.D.,” showcasing the legendary vocals of Lata Mangeshkar and Mohammed Rafi."
316,Luka Chuppi (Female),Lata Mangeshkar,Indi-Pop,"The female version of the popular song “Luka Chuppi,” highlighting a playful and youthful vibe with Lata Mangeshkar’s vocals."
317,Bang Bang,Benny Dayal & Neeti Mohan,Dance Pop,"A high-energy and catchy song from the movie “Bang Bang!,” perfect for getting the party started."
318,Hawa Hawa,Hassan Jahangir,Bollywood / Pop,"A high-energy and celebratory song from the movie “Mubarakan,” featuring playful vocals and a dance-worthy beat."
319,Yaariyan,Arijit Singh & Mohan Kanan,Romantic Pop,"A heartfelt and emotional song about cherishing friendships, from the movie “Cocktail,” featuring a blend of pop and Sufi elements."
320,Suit,Guru Randhawa & Bohemia,Hip-Hop,"A high-energy and catchy hip-hop song by Guru Randhawa and Bohemia, known for its vibrant beats and Punjabi-English fusion."
321,Mann Bharrya,B Praak,Romantic Folk,"A soulful and poignant Punjabi song about love and loss, sung by B Praak with heartfelt lyrics by Jaani."
322,Lehanga,Jass Manak,Folk Pop,"A popular Punjabi song by Jass Manak that became a wedding favorite, celebrating the joyous occasion with catchy lyrics and upbeat music."
323,Akh,Diljit Dosanjh,Romantic Pop,"A romantic Punjabi song by Diljit Dosanjh that highlights his smooth vocals and charm, capturing the essence of falling in love."
324,Patola,Guru Randhawa & Bohemia,Hip-Hop,"A fusion hip-hop track by Guru Randhawa featuring Bohemia, known for its catchy hook and stylish music video."
325,Qismat,Ammy Virk,Sufi Pop,"A deeply emotional Punjabi song by Ammy Virk that speaks about destiny and the unpredictability of life, with a touching music video."
326,Chandigarh Kare Aashiqui,Jassi Sidhu,Romantic Ballad,"A romantic song that captures the essence of the city Chandigarh and the feeling of falling in love, with a lively beat and catchy lyrics."
327,Sau Sau Din,Jasleen Royal,Hip-Hop/Pop,"A song that combines Jasleen Royal’s melodious voice with Divine’s rap, creating a unique sound that explores themes of love and time."
328,Gallan Goodiyaan,Shankar-Ehsaan-Loy,Bhangra,"A high-energy Bhangra track from the movie “Dil Dhadakne Do,” perfect for celebrations and dance parties."
329,Dil Diyan Gallan,Atif Aslam,Sufi Rock,"A soul-stirring song from the movie “Tiger Zinda Hai,” sung by Atif Aslam, featuring beautiful lyrics and a Sufi touch."
330,Mirza - Title Track,Gippy Grewal,Folk Pop,"A song that retells the classic love story of Mirza Sahiban, with a modern twist and Gippy Grewal’s energetic performance."
331,Lagdi Lahore Di,Guru Randhawa,Romantic Folk,"A catchy song by Guru Randhawa that celebrates the beauty of Lahore and the feeling of love, with a fun music video."
332,Suit Suit (Female),Neha Kakkar,Pop,"The female version of the hit song “Suit,” sung by Neha Kakkar, adding a fresh perspective to the upbeat track."
333,Proper Patola,Badshah & Aastha Gill,Hip-Hop/Pop,"A popular song by Badshah featuring Aastha Gill, known for its catchy beats and stylish music video."
334,Ik Milli Chamkti Hai,Gippy Grewal & Jasmine Sandlas,Romantic Pop,"A romantic song that captures the feeling of newfound love, with Gippy Grewal and Jasmine Sandlas’s vocals."
335,Nachdi Phirangi,Meet Bros & Kanika Kapoor,Bhangra Pop,"A party song that combines Bhangra beats with pop elements, sung by Meet Bros and Kanika Kapoor."
336,Ishq,Sukhwinder Singh,Sufi Rock,"A powerful song by Sukhwinder Singh that explores the depth of love and devotion, with a blend of Sufi and rock elements."
337,Coca Cola Tu,Tony Kakkar & Neha Kakkar,Hip-Hop,"A fun and energetic song by Tony Kakkar featuring Neha Kakkar, known for its catchy chorus and danceable beats."
338,Daru Badnaam,Kamal Kahlon & Param Singh,Hip-Hop,"A viral Punjabi song that discusses the effects of alcohol, with a catchy hook and a blend of hip-hop and folk rhythms."
339,Ban Ja Rani,Guru Randhawa,Pop,"A sweet and catchy pop song by Guru Randhawa that celebrates love and companionship, with a vibrant music video."
340,Pyaar Di Kahani,Amrinder Gill,Romantic Folk,"A touching folk song by Amrinder Gill that tells a story of love beyond societal norms, with emotional lyrics and melody."
341,Ikk Kudi,Diljit Dosanjh,Semi-Classical,"A beautiful semi-classical song from the movie “Udta Punjab,” sung by Diljit Dosanjh, with lyrics that celebrate the spirit of a girl."
342,Waya,Sain Zahoor,Folk Rock,"A soulful folk song by Sain Zahoor that conveys a message of hope and resilience, with a strong folk-rock influence."
343,Bulbul,Meesha Shafi,Pop Rock,"An empowering song by Meesha Shafi that promotes women’s rights and strength, with a catchy pop-rock tune."
344,Yaar Mila,Ali Sethi & Hadiqa Kiani,Sufi Rock,A mystical Sufi rock song by Ali Sethi and Hadiqa Kiani that delves into themes of love and companionship.
345,Rang De,Noori,Sufi Rock,"An upbeat Sufi rock song by Noori that spreads a message of peace and unity, with energetic music and lyrics."
346,Lamhe,Atif Aslam,Pop Ballad,A beautiful and emotional ballad about cherishing precious moments in life.
347,Sajni,Bilal Khan,Folk Fusion,A soulful and romantic song with a blend of folk melodies and modern production.
348,Baazi,Qayaas,Pop Rock,A high-energy and catchy song about chasing your dreams and overcoming challenges.
349,Noor,Abida Parveen,Sufi Qawwali,"A mesmerizing and spiritual qawwali by the legendary Abida Parveen, celebrating divine love."
350,Piya,Hadiqa Kiani,Pop,A catchy and playful pop song about the excitement of new love.
351,Khamaj,Ali Zafar,Folk Pop,"A beautiful and melancholic song with a blend of folk melodies and modern production, exploring themes of love and loss."
352,Mein Tenu Samjhawan,Rahat Fateh Ali Khan,Romantic Ballad,"A beautiful and emotional ballad about the complexities of love, featuring the soulful vocals of Rahat Fateh Ali Khan."
353,Heer,Farida Khanum,Classical,A mesmerizing and powerful rendition of the classic Punjabi folk tale of Heer Ranjha by the legendary Farida Khanum.
354,Meri Yaar,Sain Tu Sain & Meesha Shafi,Folk Fusion,"A beautiful and romantic song with a blend of folk melodies and modern production, featuring a duet between Sain Tu Sain and Meesha Shafi."
355,Ishq Mein,Fariha Pervez,Ghazal,A beautiful and poetic ghazal about the depths of love and longing.
356,Bulleya Ki Jaana,Meesha Shafi,Indie Pop,A playful and whimsical song with a unique blend of Eastern and Western influences.
357,Yaar Juana,Ali Azmat,Rock,A high-energy and rebellious rock song about defying societal expectations.
358,Sawan Mein Lagay Aag,Faakhir,Folk,A soulful and melancholic folk song about love and loss during the monsoon season.
359,Alif Allah (Jugni),Coke Studio feat. Abida Parveen & Sain Zahoor,Sufi Fusion,"A mesmerizing and spiritually charged fusion of Sufi elements and modern production, featuring the legendary Abida Parveen."
360,Mitti,Atif Aslam,Pop Rock,A powerful and patriotic song celebrating the beauty and resilience of Pakistan’s land.
361,Waasta,Momina Mustehsan & Atif Aslam,Pop Ballad,"A beautiful and emotional ballad about unrequited love, featuring a popular duet."
362,Sajdaa,Sajjad Ali,Qawwali,A powerful and devotional qawwali about seeking divine love and guidance.
363,Tu Hi Meri,Momina Mustehsan,Pop Ballad,A heartwarming and hopeful song about finding love and happiness.
364,Paniyon Sa,Hadiqa Kiani,Pop,A catchy and danceable pop song with a summery vibe.
365,Chal Diya,Zebunnisa Bangash,Folk Fusion,"A beautiful and powerful song about resilience and overcoming challenges, featuring a strong female voice."
366,Yaar Mila (Live),Ali Sethi & Hadiqa Kiani,Sufi Rock,"A live version of the popular “Yaar Mila,” offering a more raw and energetic experience."
367,Pani Da Rang,Ayushmann Khurrana,Folk Fusion,"A soulful and hopeful song celebrating the beauty and life-giving power of water, with a blend of folk melodies and modern production."
368,Kabhi Alvida Na Kehna (Coke Studio),Atif Aslam & Strings,Sufi Rock,"A powerful and emotional rendition of the classic Bollywood song “Kabhi Alvida Na Kehna,” featuring Atif Aslam’s vocals and Strings’ signature rock sound with Sufi influences."
369,Mann Ke Manzil,Hasan Jahan,Ghazal,"A beautiful and poetic ghazal exploring the journey of love and longing, featuring the soulful vocals of Hasan Jahan."
370,Yaar Sunk,Qawwali Brothers,Qawwali,A high-energy and devotional qawwali celebrating the power of divine love and friendship.
371,Disco Dancer (Ali Zafar),Ali Zafar,Retro Pop,"A fun and playful cover of the classic Bollywood song “Disco Dancer” by Ali Zafar, keeping the retro vibes alive with a modern twist."
372,Noor-e-Ajnabi,Faakhir,Folk Ballad,A haunting and melancholic folk ballad about a love story that remains unfulfilled.
373,Sajna Door Re,Abida Parveen,Sufi Ghazal,"A mesmerizing and soulful ghazal by the legendary Abida Parveen, expressing the pain of separation and longing for a loved one."
374,Yaar,Josh,Rock,A high-energy and rebellious rock song about seeking freedom and individuality.
375,Bheegi Yaadein,Sajjad Ali,Ghazal,A beautiful and emotional ghazal about cherished memories and the bittersweetness of the past.
376,Lamhay (Live),Fariha Pervez,Classical (Live),"A captivating live performance of the classic song “Lamhay” by the legendary Fariha Pervez, showcasing her powerful vocals."
377,Parey Hut Love,Atif Aslam & Meesha Shafi,Pop Rock,A catchy and playful pop rock song about the excitement and uncertainty of new love.
378,Dil Haare,Ali Azmat,Rock,A high-energy and rebellious rock song about defying societal norms and following your heart.
379,Piya Ghar Aya,Faakhir,Folk Fusion,A soulful and celebratory folk song about the joy of a loved one returning home.
380,Lak Di Hawa,Atif Aslam,Pop Ballad,A beautiful and emotional ballad about the power of love to overcome obstacles.
381,Bulleh Shah,Nooran Sisters,Sufi Folk,"A soulful and mystical song featuring the vocals of the Nooran Sisters, celebrating the teachings of the Sufi poet Bulleh Shah."
382,Wasta (Ali Zafar Version),Ali Zafar,Pop Ballad,"A soulful and emotional rendition of the popular “Waasta” by Ali Zafar, offering a different perspective on the song’s theme of unrequited love."
383,Je T'aime... Moi Non Plus,Jane Birkin & Serge Gainsbourg,Pop,"A sensual and provocative French pop song with iconic lyrics, featuring a controversial yet captivating duet."
384,Volare (Nel Blu Dipinto Di Blu),Domenico Modugno,Pop,A catchy and optimistic Italian pop song known for its joyful melody and uplifting lyrics about flying.
385,Söhne Der Sterne,Rammstein,Industrial Metal,A powerful and energetic German industrial metal song with a dark and theatrical atmosphere.
386,"La Bohème - ""Che gelida manina""",Giacomo Puccini,Opera,"A beautiful and captivating aria from the classic opera ""La Bohème,"" showcasing a tenor's vocal prowess."
387,99 Luftballons,Nena,New Wave,A playful and catchy German new wave song with a message about the dangers of war.
388,The Lion Sleeps Tonight (Wimoweh),The Tokens (American cover),Pop,"A popular cover of a South African folk song, known for its energetic chorus and call-and-response vocals."
389,Le Festin,Camille,Chanson,A whimsical and quirky French chanson song with playful lyrics and a unique blend of genres.
390,Vísperas de Fiesta,Luz Casal,Pop Rock,A powerful and passionate Spanish pop rock song celebrating life and resilience.
391,Running Up That Hill (A Deal With God),Kate Bush,Art Pop,A mysterious and atmospheric British art pop song with haunting vocals and thought-provoking lyrics.
392,Söhne,Söhne Mannheims,Pop,A soulful and hopeful German pop song about unity and brotherhood.
393,The Passenger,Iggy Pop,Rock,A philosophical and introspective rock song with iconic lyrics about observing life as a passenger.
394,The Model,Kraftwerk,Electronic,A pioneering and influential German electronic song with robotic vocals and a minimalist yet futuristic sound.
395,Eu Sei Que Vou Te Amar,Amália Rodrigues,Fado,"A heart-wrenching and melancholic Portuguese fado song about love and loss, featuring the legendary vocals of Amália Rodrigues."
396,Freundeskreis - Anonym,Freundeskreis,Hip-Hop,A powerful and socially conscious German hip-hop song addressing issues of racism and prejudice.
397,Voilà,Barbara Pravi,Pop,"A catchy and quirky French pop song with a theatrical flair, representing France in the Eurovision Song Contest 2020."
398,Sultans of Swing,Dire Straits,Rock,A classic and energetic British rock song with a captivating guitar riff and strong vocals.
399,Draxler,Mumford & Sons (British band) & Baaba Maal (Senegalese musician),Folk Rock,A beautiful and collaborative folk rock song with a blend of British and Senegalese influences.
400,Sofia,Alvaro Soler,Pop,A summery and danceable Spanish pop song with a catchy melody and optimistic lyrics.
401,The Final Countdown,Europe,Rock,A high-energy and iconic Swedish rock song known for its powerful opening sequence.
402,Moskau,Dschinghis Khan,Disco,A fun and kitschy German disco song celebrating the city of Moscow.
403,Kärlekens tid,Evert Taube,Visa,A beautiful and melancholic Swedish visa song about the fleeting nature of love.
404,Paradis,Vanessa Paradis,Pop,A playful and innocent French pop song with a nostalgic vibe.
405,Fjällbacka,Håkan Hellström,Rock,"A powerful and emotional Swedish rock song about love, loss, and a specific location."
406,Volare via,Al Bano & Romina Power,Pop,A romantic and Italian pop song about flying away with someone.
407,Flame Trees,Cold Chisel,Pub Rock,A classic and nostalgic Australian pub rock anthem about lost love and memories.
408,The Boys Light Up,The Go-Betweens,Indie Rock,A witty and introspective indie rock song exploring themes of masculinity and societal expectations.
409,Apricot Sun,Middle Kids,Indie Rock,A dreamy and atmospheric indie rock song with a captivating melody and relatable lyrics.
410,Best Part of Me,Vance Joy,Folk Pop,A sweet and heartwarming folk pop song about appreciating the best parts of a relationship.
411,Chasing the Sun,The Whitlams,Alternative Rock,A catchy and optimistic alternative rock song about following your dreams and chasing after happiness.
412,Dumb Things,Paul Kelly,Rock,A raw and honest rock song reflecting on past mistakes and learning experiences.
413,Two Steps of Freedom,Missy Higgins,Singer-Songwriter,A powerful and anthemic song about resilience and overcoming challenges.
414,The Less I Know the Better,Tame Impala,Psychedelic Rock,A groovy and psychedelic rock song exploring themes of confusion and uncertainty in love.
415,Electric Lady,The Avalanches,Electronic,A genre-bending electronic song with a playful and psychedelic atmosphere.
416,One Crowded Hour,Powderfinger,Rock,A powerful and emotional rock song reflecting on the fragility of life and the importance of living in the moment.
417,Don't Dream It's Over,Crowded House,Rock,"A timeless and iconic Australian rock song about hope, optimism, and following your dreams."
418,Beside You,Katie Noonan & The Captains Core,Folk Pop,A beautiful and romantic folk-pop ballad about the power of love and companionship.
419,Blessed,The Cat Empire,Ska Jazz,A high-energy and infectious ska-jazz fusion song with a positive message.
420,Apple Pie Bed,Emily Wurramara,Indigenous Rock,"A powerful and moving song from an Indigenous Australian artist, exploring themes of identity and history."
421,Peaches & Cream,Flight Facilities,Electronic Pop,A summery and danceable electronic pop song with a nostalgic vibe.
422,Everybody Wants to Be Famous,The Whitlams,Alternative Rock,A satirical and witty alternative rock song reflecting on the desires for fame and recognition.
423,The Auld Triangle,The Pogues (Irish Band),(Popularized in Australia),Folk Punk
424,Bluebottle,The Angels,Hard Rock,A high-energy and classic Australian hard rock song with a rebellious spirit.
425,Am I Wrong,The Presets,Electronic Rock,A driving and energetic electronic rock song with a questioning and thought-provoking message.
426,Sunshine on My Mind,Powderfinger,Rock,A catchy and optimistic rock song about embracing the sunshine and finding joy in the simple things.
427,The Boys,Kasey Chambers,Country Rock,A heartfelt and relatable country rock song about the challenges and joys of growing up.
428,My Island Home,Missy Higgins,Folk Pop,A beautiful and poignant folk-pop song expressing love for one's homeland.
429,Flume - Never Be Like You (feat. Kai),Flume,Electronic,A genre-bending electronic song with a captivating melody and guest vocals by Kai.
430,Never Tear Us Apart,INXS,New Wave,A classic and anthemic Australian new wave song about the power of love and commitment.
431,Ready for the Weekend,Jessica Mauboy,Pop,A catchy and upbeat pop song about looking forward to a fun weekend.
432,The Horses,Daryl Braithwaite,Rock (Originally by Rickie Lee Jones),A powerful and emotional rock ballad about heartbreak and moving on.
